Student ID;Student Country;Question ID;Type of Answer;Question Level;Topic;Subtopic
1561;Portugal;411;1;Advanced;Integration;Integration Techniques
1043;Lithuania;412;0;Basic;Integration;Integration Techniques
1565;Portugal;412;0;Basic;Integration;Integration Techniques
1564;Portugal;412;0;Basic;Integration;Integration Techniques
411;Portugal;412;0;Basic;Integration;Integration Techniques
1565;Portugal;413;0;Basic;Integration;Integration Techniques
1564;Portugal;413;0;Basic;Integration;Integration Techniques
411;Portugal;413;0;Basic;Integration;Integration Techniques
1564;Portugal;414;0;Basic;Integration;Integration Techniques
411;Portugal;414;0;Basic;Integration;Integration Techniques
1339;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
956;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
750;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
1219;Portugal;415;1;Basic;Linear Algebra;Vector Spaces
1148;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
1109;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
1411;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
1332;Portugal;415;1;Basic;Linear Algebra;Vector Spaces
966;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
1130;Portugal;415;1;Basic;Linear Algebra;Vector Spaces
899;Lithuania;415;0;Basic;Linear Algebra;Vector Spaces
1324;Italy;415;1;Basic;Linear Algebra;Vector Spaces
1290;Italy;415;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;415;0;Basic;Linear Algebra;Vector Spaces
956;Portugal;416;0;Basic;Linear Algebra;Vector Spaces
750;Portugal;416;0;Basic;Linear Algebra;Vector Spaces
1158;Portugal;416;1;Basic;Linear Algebra;Vector Spaces
1150;Portugal;416;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;416;0;Basic;Linear Algebra;Vector Spaces
1219;Portugal;416;1;Basic;Linear Algebra;Vector Spaces
1148;Portugal;416;0;Basic;Linear Algebra;Vector Spaces
1334;Portugal;416;1;Basic;Linear Algebra;Vector Spaces
1353;Portugal;416;1;Basic;Linear Algebra;Vector Spaces
1332;Portugal;416;1;Basic;Linear Algebra;Vector Spaces
1077;Portugal;416;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;416;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;416;1;Basic;Linear Algebra;Vector Spaces
840;Italy;416;1;Basic;Linear Algebra;Vector Spaces
1143;Portugal;417;1;Basic;Linear Algebra;Vector Spaces
510;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
1269;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
1157;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
1282;Portugal;417;1;Basic;Linear Algebra;Vector Spaces
1146;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
1279;Portugal;417;1;Basic;Linear Algebra;Vector Spaces
1334;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
1109;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
966;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
1077;Portugal;417;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;417;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;417;1;Basic;Linear Algebra;Vector Spaces
1339;Portugal;418;1;Advanced;Linear Algebra;Vector Spaces
974;Portugal;418;0;Advanced;Linear Algebra;Vector Spaces
1332;Portugal;418;1;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;418;0;Advanced;Linear Algebra;Vector Spaces
1284;Italy;418;0;Advanced;Linear Algebra;Vector Spaces
1286;Italy;418;1;Advanced;Linear Algebra;Vector Spaces
72;Portugal;418;0;Advanced;Linear Algebra;Vector Spaces
1269;Portugal;419;0;Advanced;Linear Algebra;Vector Spaces
986;Portugal;419;1;Advanced;Linear Algebra;Vector Spaces
1077;Portugal;419;0;Advanced;Linear Algebra;Vector Spaces
1275;Lithuania;419;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;419;0;Advanced;Linear Algebra;Vector Spaces
1286;Italy;419;0;Advanced;Linear Algebra;Vector Spaces
1284;Italy;419;1;Advanced;Linear Algebra;Vector Spaces
974;Portugal;420;1;Advanced;Linear Algebra;Vector Spaces
982;Portugal;420;1;Advanced;Linear Algebra;Vector Spaces
986;Portugal;420;0;Advanced;Linear Algebra;Vector Spaces
1077;Portugal;420;0;Advanced;Linear Algebra;Vector Spaces
899;Lithuania;420;0;Advanced;Linear Algebra;Vector Spaces
1286;Italy;420;0;Advanced;Linear Algebra;Vector Spaces
72;Portugal;420;0;Advanced;Linear Algebra;Vector Spaces
1023;Lithuania;421;0;Basic;Linear Algebra;Vector Spaces
1312;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
457;Portugal;421;1;Basic;Linear Algebra;Vector Spaces
1182;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
1219;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
1146;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
1334;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
1363;Portugal;421;0;Basic;Linear Algebra;Vector Spaces
899;Lithuania;421;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;421;0;Basic;Linear Algebra;Vector Spaces
1324;Italy;421;0;Basic;Linear Algebra;Vector Spaces
1284;Italy;421;0;Basic;Linear Algebra;Vector Spaces
1290;Italy;421;1;Basic;Linear Algebra;Vector Spaces
956;Portugal;422;0;Basic;Linear Algebra;Vector Spaces
1312;Portugal;422;1;Basic;Linear Algebra;Vector Spaces
750;Portugal;422;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;422;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;422;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;422;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;422;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;422;1;Basic;Linear Algebra;Vector Spaces
982;Portugal;422;1;Basic;Linear Algebra;Vector Spaces
1109;Portugal;422;0;Basic;Linear Algebra;Vector Spaces
986;Portugal;422;1;Basic;Linear Algebra;Vector Spaces
1077;Portugal;422;0;Basic;Linear Algebra;Vector Spaces
958;Lithuania;422;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;422;0;Basic;Linear Algebra;Vector Spaces
1283;Italy;422;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;422;1;Basic;Linear Algebra;Vector Spaces
1143;Portugal;423;1;Basic;Linear Algebra;Vector Spaces
1158;Portugal;423;1;Basic;Linear Algebra;Vector Spaces
1182;Portugal;423;0;Basic;Linear Algebra;Vector Spaces
1219;Portugal;423;0;Basic;Linear Algebra;Vector Spaces
986;Portugal;423;1;Basic;Linear Algebra;Vector Spaces
1148;Portugal;423;0;Basic;Linear Algebra;Vector Spaces
1411;Portugal;423;0;Basic;Linear Algebra;Vector Spaces
966;Portugal;423;0;Basic;Linear Algebra;Vector Spaces
899;Lithuania;423;0;Basic;Linear Algebra;Vector Spaces
1275;Lithuania;423;0;Basic;Linear Algebra;Vector Spaces
958;Lithuania;423;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;423;0;Basic;Linear Algebra;Vector Spaces
1291;Italy;423;1;Basic;Linear Algebra;Vector Spaces
1286;Italy;423;0;Basic;Linear Algebra;Vector Spaces
1283;Italy;423;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;423;0;Basic;Linear Algebra;Vector Spaces
840;Italy;423;1;Basic;Linear Algebra;Vector Spaces
972;Portugal;424;0;Advanced;Linear Algebra;Vector Spaces
1269;Portugal;424;0;Advanced;Linear Algebra;Vector Spaces
982;Portugal;424;1;Advanced;Linear Algebra;Vector Spaces
974;Portugal;424;1;Advanced;Linear Algebra;Vector Spaces
1281;Portugal;424;1;Advanced;Linear Algebra;Vector Spaces
1332;Portugal;424;1;Advanced;Linear Algebra;Vector Spaces
1275;Lithuania;424;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;424;0;Advanced;Linear Algebra;Vector Spaces
1286;Italy;424;1;Advanced;Linear Algebra;Vector Spaces
72;Portugal;424;0;Advanced;Linear Algebra;Vector Spaces
956;Portugal;425;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;425;0;Basic;Linear Algebra;Vector Spaces
1269;Portugal;425;1;Basic;Linear Algebra;Vector Spaces
1158;Portugal;425;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;425;1;Basic;Linear Algebra;Vector Spaces
1150;Portugal;425;0;Basic;Linear Algebra;Vector Spaces
1253;Portugal;425;0;Basic;Linear Algebra;Vector Spaces
1219;Portugal;425;1;Basic;Linear Algebra;Vector Spaces
1146;Portugal;425;0;Basic;Linear Algebra;Vector Spaces
1277;Portugal;425;0;Basic;Linear Algebra;Vector Spaces
966;Portugal;425;0;Basic;Linear Algebra;Vector Spaces
899;Lithuania;425;0;Basic;Linear Algebra;Vector Spaces
1196;Slovenia;425;0;Basic;Linear Algebra;Vector Spaces
958;Lithuania;425;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;425;0;Basic;Linear Algebra;Vector Spaces
1291;Italy;425;0;Basic;Linear Algebra;Vector Spaces
1290;Italy;425;1;Basic;Linear Algebra;Vector Spaces
1286;Italy;425;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;425;0;Basic;Linear Algebra;Vector Spaces
956;Portugal;426;0;Basic;Linear Algebra;Vector Spaces
1143;Portugal;426;1;Basic;Linear Algebra;Vector Spaces
750;Portugal;426;1;Basic;Linear Algebra;Vector Spaces
972;Portugal;426;0;Basic;Linear Algebra;Vector Spaces
457;Portugal;426;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;426;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;426;1;Basic;Linear Algebra;Vector Spaces
1282;Portugal;426;1;Basic;Linear Algebra;Vector Spaces
1146;Portugal;426;0;Basic;Linear Algebra;Vector Spaces
1148;Portugal;426;0;Basic;Linear Algebra;Vector Spaces
1334;Portugal;426;0;Basic;Linear Algebra;Vector Spaces
1332;Portugal;426;1;Basic;Linear Algebra;Vector Spaces
966;Portugal;426;0;Basic;Linear Algebra;Vector Spaces
899;Lithuania;426;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;426;0;Basic;Linear Algebra;Vector Spaces
1308;Italy;426;1;Basic;Linear Algebra;Vector Spaces
1286;Italy;426;0;Basic;Linear Algebra;Vector Spaces
1341;Portugal;426;1;Basic;Linear Algebra;Vector Spaces
1339;Portugal;427;1;Advanced;Linear Algebra;Vector Spaces
972;Portugal;427;0;Advanced;Linear Algebra;Vector Spaces
1269;Portugal;427;0;Advanced;Linear Algebra;Vector Spaces
974;Portugal;427;1;Advanced;Linear Algebra;Vector Spaces
1363;Portugal;427;1;Advanced;Linear Algebra;Vector Spaces
899;Lithuania;427;0;Advanced;Linear Algebra;Vector Spaces
1275;Lithuania;427;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;427;0;Advanced;Linear Algebra;Vector Spaces
1284;Italy;427;0;Advanced;Linear Algebra;Vector Spaces
72;Portugal;427;0;Advanced;Linear Algebra;Vector Spaces
1312;Portugal;428;1;Basic;Linear Algebra;Vector Spaces
750;Portugal;428;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;428;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;428;0;Basic;Linear Algebra;Vector Spaces
1157;Portugal;428;0;Basic;Linear Algebra;Vector Spaces
1282;Portugal;428;1;Basic;Linear Algebra;Vector Spaces
1147;Portugal;428;0;Basic;Linear Algebra;Vector Spaces
1148;Portugal;428;0;Basic;Linear Algebra;Vector Spaces
1146;Portugal;428;0;Basic;Linear Algebra;Vector Spaces
1334;Portugal;428;0;Basic;Linear Algebra;Vector Spaces
1109;Portugal;428;1;Basic;Linear Algebra;Vector Spaces
1363;Portugal;428;0;Basic;Linear Algebra;Vector Spaces
1196;Slovenia;428;0;Basic;Linear Algebra;Vector Spaces
958;Lithuania;428;0;Basic;Linear Algebra;Vector Spaces
1324;Italy;428;0;Basic;Linear Algebra;Vector Spaces
1308;Italy;428;0;Basic;Linear Algebra;Vector Spaces
1286;Italy;428;0;Basic;Linear Algebra;Vector Spaces
1283;Italy;428;1;Basic;Linear Algebra;Vector Spaces
1143;Portugal;429;1;Basic;Linear Algebra;Vector Spaces
1312;Portugal;429;1;Basic;Linear Algebra;Vector Spaces
510;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
457;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
1269;Portugal;429;1;Basic;Linear Algebra;Vector Spaces
1182;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
1150;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
1157;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
1253;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;429;1;Basic;Linear Algebra;Vector Spaces
1146;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
986;Portugal;429;1;Basic;Linear Algebra;Vector Spaces
1332;Portugal;429;1;Basic;Linear Algebra;Vector Spaces
966;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
1077;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
1130;Portugal;429;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;429;0;Basic;Linear Algebra;Vector Spaces
1284;Italy;429;0;Basic;Linear Algebra;Vector Spaces
1290;Italy;429;1;Basic;Linear Algebra;Vector Spaces
1291;Italy;429;0;Basic;Linear Algebra;Vector Spaces
1283;Italy;429;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;429;0;Basic;Linear Algebra;Vector Spaces
1341;Portugal;429;1;Basic;Linear Algebra;Vector Spaces
1339;Portugal;430;1;Advanced;Linear Algebra;Vector Spaces
972;Portugal;430;0;Advanced;Linear Algebra;Vector Spaces
982;Portugal;430;1;Advanced;Linear Algebra;Vector Spaces
1077;Portugal;430;0;Advanced;Linear Algebra;Vector Spaces
1332;Portugal;430;1;Advanced;Linear Algebra;Vector Spaces
899;Lithuania;430;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;430;0;Advanced;Linear Algebra;Vector Spaces
1284;Italy;430;0;Advanced;Linear Algebra;Vector Spaces
72;Portugal;430;0;Advanced;Linear Algebra;Vector Spaces
956;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
1148;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
1146;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
1109;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
986;Portugal;431;1;Basic;Linear Algebra;Vector Spaces
966;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
411;Portugal;431;0;Basic;Linear Algebra;Vector Spaces
1196;Slovenia;431;1;Basic;Linear Algebra;Vector Spaces
1324;Italy;431;0;Basic;Linear Algebra;Vector Spaces
1284;Italy;431;1;Basic;Linear Algebra;Vector Spaces
1291;Italy;431;0;Basic;Linear Algebra;Vector Spaces
1290;Italy;431;1;Basic;Linear Algebra;Vector Spaces
1286;Italy;431;0;Basic;Linear Algebra;Vector Spaces
840;Italy;431;1;Basic;Linear Algebra;Vector Spaces
1341;Portugal;431;1;Basic;Linear Algebra;Vector Spaces
1269;Portugal;432;0;Advanced;Linear Algebra;Vector Spaces
982;Portugal;432;1;Advanced;Linear Algebra;Vector Spaces
986;Portugal;432;1;Advanced;Linear Algebra;Vector Spaces
1332;Portugal;432;1;Advanced;Linear Algebra;Vector Spaces
899;Lithuania;432;0;Advanced;Linear Algebra;Vector Spaces
1275;Lithuania;432;0;Advanced;Linear Algebra;Vector Spaces
1286;Italy;432;0;Advanced;Linear Algebra;Vector Spaces
1284;Italy;432;1;Advanced;Linear Algebra;Vector Spaces
72;Portugal;432;0;Advanced;Linear Algebra;Vector Spaces
1023;Lithuania;433;1;Basic;Linear Algebra;Vector Spaces
750;Portugal;433;1;Basic;Linear Algebra;Vector Spaces
457;Portugal;433;1;Basic;Linear Algebra;Vector Spaces
1150;Portugal;433;0;Basic;Linear Algebra;Vector Spaces
1158;Portugal;433;1;Basic;Linear Algebra;Vector Spaces
1244;Portugal;433;0;Basic;Linear Algebra;Vector Spaces
1157;Portugal;433;0;Basic;Linear Algebra;Vector Spaces
1282;Portugal;433;1;Basic;Linear Algebra;Vector Spaces
1147;Portugal;433;0;Basic;Linear Algebra;Vector Spaces
1146;Portugal;433;0;Basic;Linear Algebra;Vector Spaces
1363;Portugal;433;0;Basic;Linear Algebra;Vector Spaces
1332;Portugal;433;1;Basic;Linear Algebra;Vector Spaces
1077;Portugal;433;0;Basic;Linear Algebra;Vector Spaces
899;Lithuania;433;0;Basic;Linear Algebra;Vector Spaces
1275;Lithuania;433;0;Basic;Linear Algebra;Vector Spaces
955;Lithuania;433;0;Basic;Linear Algebra;Vector Spaces
1290;Italy;433;1;Basic;Linear Algebra;Vector Spaces
1286;Italy;433;0;Basic;Linear Algebra;Vector Spaces
1291;Italy;433;0;Basic;Linear Algebra;Vector Spaces
1284;Italy;433;1;Basic;Linear Algebra;Vector Spaces
72;Portugal;433;0;Basic;Linear Algebra;Vector Spaces
840;Italy;433;1;Basic;Linear Algebra;Vector Spaces
1023;Lithuania;434;1;Basic;Linear Algebra;Vector Spaces
1312;Portugal;434;1;Basic;Linear Algebra;Vector Spaces
750;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
972;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
1146;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
1334;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
1109;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
1363;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
1077;Portugal;434;0;Basic;Linear Algebra;Vector Spaces
1196;Slovenia;434;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;434;1;Basic;Linear Algebra;Vector Spaces
1324;Italy;434;1;Basic;Linear Algebra;Vector Spaces
1291;Italy;434;0;Basic;Linear Algebra;Vector Spaces
1286;Italy;434;0;Basic;Linear Algebra;Vector Spaces
840;Italy;434;1;Basic;Linear Algebra;Vector Spaces
1341;Portugal;434;1;Basic;Linear Algebra;Vector Spaces
956;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
1157;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
974;Portugal;435;1;Basic;Linear Algebra;Vector Spaces
1332;Portugal;435;1;Basic;Linear Algebra;Vector Spaces
1109;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
1363;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
1411;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
966;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
1077;Portugal;435;0;Basic;Linear Algebra;Vector Spaces
899;Lithuania;435;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;435;0;Basic;Linear Algebra;Vector Spaces
1286;Italy;435;0;Basic;Linear Algebra;Vector Spaces
1291;Italy;435;0;Basic;Linear Algebra;Vector Spaces
840;Italy;435;0;Basic;Linear Algebra;Vector Spaces
956;Portugal;436;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;436;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;436;0;Basic;Linear Algebra;Vector Spaces
1363;Portugal;436;0;Basic;Linear Algebra;Vector Spaces
899;Lithuania;436;0;Basic;Linear Algebra;Vector Spaces
1275;Lithuania;436;0;Basic;Linear Algebra;Vector Spaces
72;Portugal;436;0;Basic;Linear Algebra;Vector Spaces
840;Italy;436;1;Basic;Linear Algebra;Vector Spaces
1341;Portugal;436;1;Basic;Linear Algebra;Vector Spaces
956;Portugal;437;0;Basic;Linear Algebra;Linear Transformations
1143;Portugal;437;1;Basic;Linear Algebra;Linear Transformations
1091;Lithuania;437;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;437;0;Basic;Linear Algebra;Linear Transformations
1182;Portugal;437;0;Basic;Linear Algebra;Linear Transformations
1219;Portugal;437;0;Basic;Linear Algebra;Linear Transformations
1146;Portugal;437;0;Basic;Linear Algebra;Linear Transformations
1281;Portugal;437;0;Basic;Linear Algebra;Linear Transformations
966;Portugal;437;0;Basic;Linear Algebra;Linear Transformations
1149;Portugal;437;1;Basic;Linear Algebra;Linear Transformations
899;Lithuania;437;1;Basic;Linear Algebra;Linear Transformations
1428;Portugal;437;1;Basic;Linear Algebra;Linear Transformations
955;Lithuania;437;0;Basic;Linear Algebra;Linear Transformations
958;Lithuania;437;0;Basic;Linear Algebra;Linear Transformations
956;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1023;Lithuania;438;1;Basic;Linear Algebra;Vector Spaces
972;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
457;Portugal;438;1;Basic;Linear Algebra;Vector Spaces
1269;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1182;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1158;Portugal;438;1;Basic;Linear Algebra;Vector Spaces
1150;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1244;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1157;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1219;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1147;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1148;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1334;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1109;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1332;Portugal;438;1;Basic;Linear Algebra;Vector Spaces
966;Portugal;438;0;Basic;Linear Algebra;Vector Spaces
1130;Portugal;438;1;Basic;Linear Algebra;Vector Spaces
1196;Slovenia;438;1;Basic;Linear Algebra;Vector Spaces
955;Lithuania;438;0;Basic;Linear Algebra;Vector Spaces
1324;Italy;438;0;Basic;Linear Algebra;Vector Spaces
1308;Italy;438;0;Basic;Linear Algebra;Vector Spaces
1286;Italy;438;0;Basic;Linear Algebra;Vector Spaces
1339;Portugal;439;1;Advanced;Linear Algebra;Vector Spaces
972;Portugal;439;0;Advanced;Linear Algebra;Vector Spaces
1269;Portugal;439;0;Advanced;Linear Algebra;Vector Spaces
974;Portugal;439;1;Advanced;Linear Algebra;Vector Spaces
982;Portugal;439;0;Advanced;Linear Algebra;Vector Spaces
1077;Portugal;439;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;439;0;Advanced;Linear Algebra;Vector Spaces
1284;Italy;439;1;Advanced;Linear Algebra;Vector Spaces
72;Portugal;439;0;Advanced;Linear Algebra;Vector Spaces
1339;Portugal;440;1;Advanced;Linear Algebra;Vector Spaces
972;Portugal;440;0;Advanced;Linear Algebra;Vector Spaces
982;Portugal;440;1;Advanced;Linear Algebra;Vector Spaces
986;Portugal;440;1;Advanced;Linear Algebra;Vector Spaces
1332;Portugal;440;0;Advanced;Linear Algebra;Vector Spaces
899;Lithuania;440;0;Advanced;Linear Algebra;Vector Spaces
1275;Lithuania;440;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;440;0;Advanced;Linear Algebra;Vector Spaces
1286;Italy;440;1;Advanced;Linear Algebra;Vector Spaces
72;Portugal;440;0;Advanced;Linear Algebra;Vector Spaces
972;Portugal;441;0;Advanced;Linear Algebra;Vector Spaces
1269;Portugal;441;0;Advanced;Linear Algebra;Vector Spaces
974;Portugal;441;1;Advanced;Linear Algebra;Vector Spaces
982;Portugal;441;0;Advanced;Linear Algebra;Vector Spaces
986;Portugal;441;0;Advanced;Linear Algebra;Vector Spaces
899;Lithuania;441;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;441;0;Advanced;Linear Algebra;Vector Spaces
1284;Italy;441;0;Advanced;Linear Algebra;Vector Spaces
1091;Lithuania;443;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;443;0;Basic;Linear Algebra;Linear Transformations
1158;Portugal;443;1;Basic;Linear Algebra;Linear Transformations
1219;Portugal;443;0;Basic;Linear Algebra;Linear Transformations
1146;Portugal;443;0;Basic;Linear Algebra;Linear Transformations
1334;Portugal;443;0;Basic;Linear Algebra;Linear Transformations
1109;Portugal;443;0;Basic;Linear Algebra;Linear Transformations
1140;Portugal;443;0;Basic;Linear Algebra;Linear Transformations
1077;Portugal;443;0;Basic;Linear Algebra;Linear Transformations
986;Portugal;443;1;Basic;Linear Algebra;Linear Transformations
1173;Portugal;443;0;Basic;Linear Algebra;Linear Transformations
1324;Italy;443;0;Basic;Linear Algebra;Linear Transformations
1284;Italy;443;0;Basic;Linear Algebra;Linear Transformations
1291;Italy;443;1;Basic;Linear Algebra;Linear Transformations
956;Portugal;444;0;Basic;Linear Algebra;Linear Transformations
1091;Lithuania;444;1;Basic;Linear Algebra;Linear Transformations
972;Portugal;444;0;Basic;Linear Algebra;Linear Transformations
1194;Portugal;444;0;Basic;Linear Algebra;Linear Transformations
1146;Portugal;444;0;Basic;Linear Algebra;Linear Transformations
966;Portugal;444;0;Basic;Linear Algebra;Linear Transformations
986;Portugal;444;1;Basic;Linear Algebra;Linear Transformations
1149;Portugal;444;1;Basic;Linear Algebra;Linear Transformations
899;Lithuania;444;0;Basic;Linear Algebra;Linear Transformations
955;Lithuania;444;1;Basic;Linear Algebra;Linear Transformations
1284;Italy;444;0;Basic;Linear Algebra;Linear Transformations
1339;Portugal;446;1;Advanced;Linear Algebra;Vector Spaces
972;Portugal;446;0;Advanced;Linear Algebra;Vector Spaces
1332;Portugal;446;0;Advanced;Linear Algebra;Vector Spaces
1275;Lithuania;446;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;446;0;Advanced;Linear Algebra;Vector Spaces
72;Portugal;446;0;Advanced;Linear Algebra;Vector Spaces
840;Italy;446;0;Advanced;Linear Algebra;Vector Spaces
972;Portugal;447;0;Advanced;Linear Algebra;Vector Spaces
1077;Portugal;447;0;Advanced;Linear Algebra;Vector Spaces
899;Lithuania;447;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;447;0;Advanced;Linear Algebra;Vector Spaces
72;Portugal;447;0;Advanced;Linear Algebra;Vector Spaces
1339;Portugal;448;1;Advanced;Linear Algebra;Vector Spaces
972;Portugal;448;0;Advanced;Linear Algebra;Vector Spaces
1077;Portugal;448;0;Advanced;Linear Algebra;Vector Spaces
1332;Portugal;448;0;Advanced;Linear Algebra;Vector Spaces
1275;Lithuania;448;0;Advanced;Linear Algebra;Vector Spaces
955;Lithuania;448;0;Advanced;Linear Algebra;Vector Spaces
